# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr  4 16:08:10 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_ntranspec:   Number of Transmission Spectroscopy Measurements
#
loc_rowid,pl_name,hostname,pl_letter,discoverymethod,pl_orbper,pl_radj,pl_massj,pl_dens,pl_eqt,pl_ratror,rowupdate,pl_pubdate,releasedate,st_nspec,pl_ntranspec
6534,Kepler-115 c,Kepler-115,c,Transit,8.99089293,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6535,Kepler-115 c,Kepler-115,c,Transit,8.99088871,,,,939,0.01969,2014-11-21,2014-12-18,2014-11-21,0,0
6536,Kepler-115 c,Kepler-115,c,Transit,8.99088871,,,,939,0.01969,2015-08-25,2015-09-24,2015-08-25,0,0
6537,Kepler-115 c,Kepler-115,c,Transit,8.99091600,,,,997,0.02135,2013-10-28,2014-01-08,2013-10-28,0,0
6538,Kepler-115 c,Kepler-115,c,Transit,8.99088621,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6539,Kepler-1150 b,Kepler-1150,b,Transit,2.78786839,0.091,,,,0.01280,2016-05-06,2016-05,2016-05-10,0,0
6540,Kepler-1150 b,Kepler-1150,b,Transit,2.78787417,,,,1432,0.01236,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6541,Kepler-1150 b,Kepler-1150,b,Transit,2.78786839,,,,1432,0.01280,2014-11-21,2014-12-18,2014-11-21,0,0
6542,Kepler-1150 b,Kepler-1150,b,Transit,2.78787417,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6543,Kepler-1150 b,Kepler-1150,b,Transit,2.78786839,,,,1432,0.01280,2014-11-18,2014-12-04,2014-11-18,0,0
6544,Kepler-1150 b,Kepler-1150,b,Transit,2.78786306,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6545,Kepler-1150 b,Kepler-1150,b,Transit,2.78786839,,,,1432,0.01280,2015-08-25,2015-09-24,2015-08-25,0,0
6546,Kepler-1150 b,Kepler-1150,b,Transit,2.78787600,,,,907,0.01590,2013-10-28,2014-01-08,2013-10-28,0,0
6547,Kepler-1150 b,Kepler-1150,b,Transit,,0.082,,,,,2018-09-04,2018-10,2018-09-06,0,0
6548,Kepler-1151 b,Kepler-1151,b,Transit,65.64784240,,,,456,0.02373,2014-11-18,2014-12-04,2014-11-18,0,0
6549,Kepler-1151 b,Kepler-1151,b,Transit,65.64808920,,,,485,0.02890,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6550,Kepler-1151 b,Kepler-1151,b,Transit,65.64784240,,,,456,0.02373,2014-11-21,2014-12-18,2014-11-21,0,0
6551,Kepler-1151 b,Kepler-1151,b,Transit,65.64808920,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6552,Kepler-1151 b,Kepler-1151,b,Transit,65.64785985,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6553,Kepler-1151 b,Kepler-1151,b,Transit,,0.214,,,,,2018-09-04,2018-10,2018-09-06,0,0
6554,Kepler-1151 b,Kepler-1151,b,Transit,65.64823592,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6555,Kepler-1151 b,Kepler-1151,b,Transit,65.64620000,,,,462,0.02080,2013-10-28,2014-01-08,2013-10-28,0,0
6556,Kepler-1151 b,Kepler-1151,b,Transit,65.64784240,0.198,,,,0.02373,2016-05-06,2016-05,2016-05-10,0,0
6557,Kepler-1151 b,Kepler-1151,b,Transit,65.64784240,,,,456,0.02373,2015-08-25,2015-09-24,2015-08-25,0,0
6558,Kepler-1152 b,Kepler-1152,b,Transit,,0.091,,,,,2018-09-04,2018-10,2018-09-06,0,0
6559,Kepler-1152 b,Kepler-1152,b,Transit,1.64680191,0.078,,,,0.01545,2016-05-06,2016-05,2016-05-10,0,0
6560,Kepler-1152 b,Kepler-1152,b,Transit,1.64681900,,,,879,0.01860,2013-10-28,2014-01-08,2013-10-28,0,0
6561,Kepler-1152 b,Kepler-1152,b,Transit,1.64680168,,,,806,0.01543,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6562,Kepler-1152 b,Kepler-1152,b,Transit,1.64680191,,,,840,0.01545,2014-11-21,2014-12-18,2014-11-21,0,0
6563,Kepler-1152 b,Kepler-1152,b,Transit,1.64680191,,,,840,0.01545,2015-08-25,2015-09-24,2015-08-25,0,0
6564,Kepler-1152 b,Kepler-1152,b,Transit,1.64680168,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6565,Kepler-1152 b,Kepler-1152,b,Transit,1.64680079,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6566,Kepler-1152 b,Kepler-1152,b,Transit,1.64680191,,,,840,0.01545,2014-11-18,2014-12-04,2014-11-18,0,0
6567,Kepler-1153 b,Kepler-1153,b,Transit,1.75583533,,,,1349,0.01848,2014-11-18,2014-12-04,2014-11-18,0,0
6568,Kepler-1153 b,Kepler-1153,b,Transit,1.75583533,,,,1349,0.01848,2014-11-21,2014-12-18,2014-11-21,0,0
6569,Kepler-1153 b,Kepler-1153,b,Transit,1.75583533,,,,1349,0.01848,2015-08-25,2015-09-24,2015-08-25,0,0
6570,Kepler-1153 b,Kepler-1153,b,Transit,1.75584600,,,,1313,0.01720,2013-10-28,2014-01-08,2013-10-28,0,0
6571,Kepler-1153 b,Kepler-1153,b,Transit,1.75583533,0.154,,,,0.01848,2016-05-06,2016-05,2016-05-10,0,0
6572,Kepler-1153 b,Kepler-1153,b,Transit,1.75584356,,,,1343,0.02144,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6573,Kepler-1153 b,Kepler-1153,b,Transit,1.75584356,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6574,Kepler-1153 b,Kepler-1153,b,Transit,,0.171,,,,,2018-09-04,2018-10,2018-09-06,0,0
6575,Kepler-1154 b,Kepler-1154,b,Transit,5.18561420,0.209,,,,0.01496,2016-05-06,2016-05,2016-05-10,0,0
6576,Kepler-1154 b,Kepler-1154,b,Transit,5.18561420,,,,1118,0.01496,2014-11-18,2014-12-04,2014-11-18,0,0
6577,Kepler-1154 b,Kepler-1154,b,Transit,5.18561420,,,,1118,0.01496,2015-08-25,2015-09-24,2015-08-25,0,0
6578,Kepler-1154 b,Kepler-1154,b,Transit,,0.200,,,,,2018-09-04,2018-10,2018-09-06,0,0
6579,Kepler-1154 b,Kepler-1154,b,Transit,5.18544400,,,,1101,0.01410,2013-10-28,2014-01-08,2013-10-28,0,0
6580,Kepler-1154 b,Kepler-1154,b,Transit,5.18561420,,,,1118,0.01496,2014-11-21,2014-12-18,2014-11-21,0,0
6581,Kepler-1154 b,Kepler-1154,b,Transit,5.18560081,,,,1314,0.01455,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6582,Kepler-1154 b,Kepler-1154,b,Transit,5.18565732,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6583,Kepler-1154 b,Kepler-1154,b,Transit,5.18560081,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6584,Kepler-1154 c,Kepler-1154,c,Transit,8.45808312,,,,950,0.01493,2014-11-21,2014-12-18,2014-11-21,0,0
6585,Kepler-1154 c,Kepler-1154,c,Transit,8.45805119,,,,1117,0.01570,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6586,Kepler-1154 c,Kepler-1154,c,Transit,8.45808312,,,,950,0.01493,2015-08-25,2015-09-24,2015-08-25,0,0
6587,Kepler-1154 c,Kepler-1154,c,Transit,8.45808312,,,,950,0.01493,2014-11-18,2014-12-04,2014-11-18,0,0
6588,Kepler-1154 c,Kepler-1154,c,Transit,,0.216,,,,,2018-09-04,2018-10,2018-09-06,0,0
6589,Kepler-1154 c,Kepler-1154,c,Transit,8.45805119,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6590,Kepler-1154 c,Kepler-1154,c,Transit,8.45807302,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6591,Kepler-1154 c,Kepler-1154,c,Transit,8.45808312,0.211,,,,0.01493,2016-05-06,2016-05,2016-05-10,0,0
6592,Kepler-1155 b,Kepler-1155,b,Transit,33.46985710,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6593,Kepler-1155 b,Kepler-1155,b,Transit,33.46972336,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6594,Kepler-1155 b,Kepler-1155,b,Transit,33.46974300,0.181,,,,0.01803,2016-05-06,2016-05,2016-05-10,0,0
6595,Kepler-1155 b,Kepler-1155,b,Transit,33.47025997,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6596,Kepler-1155 b,Kepler-1155,b,Transit,33.46974300,,,,609,0.01803,2014-11-18,2014-12-04,2014-11-18,0,0
6597,Kepler-1155 b,Kepler-1155,b,Transit,33.47025000,,,,615,0.02110,2013-10-28,2014-01-08,2013-10-28,0,0
6598,Kepler-1155 b,Kepler-1155,b,Transit,33.46974300,,,,609,0.01803,2015-08-25,2015-09-24,2015-08-25,0,0
6599,Kepler-1155 b,Kepler-1155,b,Transit,33.46974300,,,,609,0.01803,2014-11-21,2014-12-18,2014-11-21,0,0
6600,Kepler-1155 b,Kepler-1155,b,Transit,33.46985710,,,,609,0.02048,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6601,Kepler-1156 b,Kepler-1156,b,Transit,11.89534000,,,,809,0.01420,2013-10-28,2014-01-08,2013-10-28,0,0
6602,Kepler-1156 b,Kepler-1156,b,Transit,,0.113,,,,,2018-09-04,2018-10,2018-09-06,0,0
6603,Kepler-1156 b,Kepler-1156,b,Transit,11.89520436,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6604,Kepler-1156 b,Kepler-1156,b,Transit,11.89502742,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6605,Kepler-1156 b,Kepler-1156,b,Transit,11.89520511,,,,812,0.01208,2014-11-18,2014-12-04,2014-11-18,0,0
6606,Kepler-1156 b,Kepler-1156,b,Transit,11.89520511,,,,812,0.01208,2015-08-25,2015-09-24,2015-08-25,0,0
6607,Kepler-1156 b,Kepler-1156,b,Transit,11.89520511,,,,812,0.01208,2014-11-21,2014-12-18,2014-11-21,0,0
6608,Kepler-1156 b,Kepler-1156,b,Transit,11.89520511,0.118,,,,0.01208,2016-05-06,2016-05,2016-05-10,0,0
6609,Kepler-1156 b,Kepler-1156,b,Transit,11.89520436,,,,787,0.01229,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6610,Kepler-1157 b,Kepler-1157,b,Transit,,0.083,,,,,2018-09-04,2018-10,2018-09-06,0,0
6611,Kepler-1157 b,Kepler-1157,b,Transit,4.45743267,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6612,Kepler-1157 b,Kepler-1157,b,Transit,4.45743164,,,,732,0.01441,2015-08-25,2015-09-24,2015-08-25,0,0
6613,Kepler-1157 b,Kepler-1157,b,Transit,4.45743164,0.097,,,,0.01441,2016-05-06,2016-05,2016-05-10,0,0
6614,Kepler-1157 b,Kepler-1157,b,Transit,4.45743164,,,,732,0.01441,2014-11-21,2014-12-18,2014-11-21,0,0
6615,Kepler-1157 b,Kepler-1157,b,Transit,4.45742390,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6616,Kepler-1157 b,Kepler-1157,b,Transit,4.45735600,,,,730,0.01340,2013-10-28,2014-01-08,2013-10-28,0,0
6617,Kepler-1157 b,Kepler-1157,b,Transit,4.45743267,,,,732,0.01175,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6618,Kepler-1157 b,Kepler-1157,b,Transit,4.45743164,,,,732,0.01441,2014-11-18,2014-12-04,2014-11-18,0,0
6619,Kepler-1158 b,Kepler-1158,b,Transit,13.53962930,,,,952,0.01060,2014-11-18,2014-12-04,2014-11-18,0,0
6620,Kepler-1158 b,Kepler-1158,b,Transit,13.53962930,0.209,,,,0.01060,2016-05-06,2016-05,2016-05-10,0,0
6621,Kepler-1158 b,Kepler-1158,b,Transit,13.53962930,,,,952,0.01060,2014-11-21,2014-12-18,2014-11-21,0,0
6622,Kepler-1158 b,Kepler-1158,b,Transit,,0.239,,,,,2018-09-04,2018-10,2018-09-06,0,0
6623,Kepler-1158 b,Kepler-1158,b,Transit,13.53953595,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6624,Kepler-1158 b,Kepler-1158,b,Transit,13.53963003,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6625,Kepler-1158 b,Kepler-1158,b,Transit,13.53953595,,,,1079,0.01063,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6626,Kepler-1158 b,Kepler-1158,b,Transit,13.53962930,,,,952,0.01060,2015-08-25,2015-09-24,2015-08-25,0,0
6627,Kepler-1158 b,Kepler-1158,b,Transit,13.53962278,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6628,Kepler-1158 b,Kepler-1158,b,Transit,13.53996000,,,,940,0.01102,2013-10-28,2014-01-08,2013-10-28,0,0
6629,Kepler-1159 b,Kepler-1159,b,Transit,22.70801000,,,,680,0.01840,2013-10-28,2014-01-08,2013-10-28,0,0
6630,Kepler-1159 b,Kepler-1159,b,Transit,22.70823750,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6631,Kepler-1159 b,Kepler-1159,b,Transit,22.70816791,,,,677,0.01681,2014-11-21,2014-12-18,2014-11-21,0,0
6632,Kepler-1159 b,Kepler-1159,b,Transit,22.70816791,,,,677,0.01681,2014-11-18,2014-12-04,2014-11-18,0,0
6633,Kepler-1159 b,Kepler-1159,b,Transit,22.70817353,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6634,Kepler-1159 b,Kepler-1159,b,Transit,22.70816791,,,,677,0.01681,2015-08-25,2015-09-24,2015-08-25,0,0
6635,Kepler-1159 b,Kepler-1159,b,Transit,,0.195,,,,,2018-09-04,2018-10,2018-09-06,0,0
6636,Kepler-1159 b,Kepler-1159,b,Transit,22.70823750,,,,677,0.01587,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6637,Kepler-1159 b,Kepler-1159,b,Transit,22.70816791,0.211,,,,0.01681,2016-05-06,2016-05,2016-05-10,0,0
6638,Kepler-116 b,Kepler-116,b,Transit,5.96872190,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6639,Kepler-116 b,Kepler-116,b,Transit,5.96873400,0.305,,,,,2014-05-14,2014-03,2014-05-14,0,0
6640,Kepler-116 b,Kepler-116,b,Transit,5.96871747,,,,1184,0.02172,2015-08-25,2015-09-24,2015-08-25,0,0
6641,Kepler-116 b,Kepler-116,b,Transit,5.96871747,,,,1184,0.02172,2014-11-21,2014-12-18,2014-11-21,0,0
6642,Kepler-116 b,Kepler-116,b,Transit,5.96874100,,,,1170,0.02180,2013-10-28,2014-01-08,2013-10-28,0,0
6643,Kepler-116 b,Kepler-116,b,Transit,5.96872405,,,,1251,0.02074,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6644,Kepler-116 b,Kepler-116,b,Transit,5.96871747,,,,1184,0.02172,2014-11-18,2014-12-04,2014-11-18,0,0
6645,Kepler-116 b,Kepler-116,b,Transit,5.96870839,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6646,Kepler-116 b,Kepler-116,b,Transit,5.96872405,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6647,Kepler-116 b,Kepler-116,b,Transit,,0.285,,,,,2018-09-04,2018-10,2018-09-06,0,0
6648,Kepler-116 b,Kepler-116,b,Transit,5.96871747,0.306,,,,0.02172,2016-05-06,2016-05,2016-05-10,0,0
6649,Kepler-116 c,Kepler-116,c,Transit,13.07163000,0.205,,,,,2014-05-14,2014-03,2014-05-14,0,0
6650,Kepler-116 c,Kepler-116,c,Transit,13.07162000,,,,902,0.01687,2013-10-28,2014-01-08,2013-10-28,0,0
6651,Kepler-116 c,Kepler-116,c,Transit,,0.216,,,,,2018-09-04,2018-10,2018-09-06,0,0
6652,Kepler-116 c,Kepler-116,c,Transit,13.07141889,,,,964,0.01574,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6653,Kepler-116 c,Kepler-116,c,Transit,13.07148900,,,,912,0.01443,2014-11-18,2014-12-04,2014-11-18,0,0
6654,Kepler-116 c,Kepler-116,c,Transit,13.07141889,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6655,Kepler-116 c,Kepler-116,c,Transit,13.07139534,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6656,Kepler-116 c,Kepler-116,c,Transit,13.07148900,,,,912,0.01443,2014-11-21,2014-12-18,2014-11-21,0,0
6657,Kepler-116 c,Kepler-116,c,Transit,13.07148900,,,,912,0.01443,2015-08-25,2015-09-24,2015-08-25,0,0
6658,Kepler-116 c,Kepler-116,c,Transit,13.07148900,0.193,,,,0.01443,2016-05-06,2016-05,2016-05-10,0,0
6659,Kepler-116 c,Kepler-116,c,Transit,13.07161083,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6660,Kepler-1160 b,Kepler-1160,b,Transit,7.97034958,0.191,,,,0.02200,2016-05-06,2016-05,2016-05-10,0,0
6661,Kepler-1160 b,Kepler-1160,b,Transit,7.97034958,,,,842,0.02200,2014-11-18,2014-12-04,2014-11-18,0,0
6662,Kepler-1160 b,Kepler-1160,b,Transit,7.97003744,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6663,Kepler-1160 b,Kepler-1160,b,Transit,7.97034958,,,,842,0.02200,2014-11-21,2014-12-18,2014-11-21,0,0
6664,Kepler-1160 b,Kepler-1160,b,Transit,7.97034958,,,,842,0.02200,2015-08-25,2015-09-24,2015-08-25,0,0
6665,Kepler-1160 b,Kepler-1160,b,Transit,,0.144,,,,,2018-09-04,2018-10,2018-09-06,0,0
6666,Kepler-1160 b,Kepler-1160,b,Transit,7.97083000,,,,857,0.02060,2013-10-28,2014-01-08,2013-10-28,0,0
6667,Kepler-1160 b,Kepler-1160,b,Transit,7.97033985,,,,839,0.02023,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6668,Kepler-1160 b,Kepler-1160,b,Transit,7.97033985,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6669,Kepler-1161 b,Kepler-1161,b,Transit,10.71250013,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6670,Kepler-1161 b,Kepler-1161,b,Transit,10.71252541,,,,468,0.03413,2014-11-18,2014-12-04,2014-11-18,0,0
6671,Kepler-1161 b,Kepler-1161,b,Transit,10.71252541,,,,468,0.03413,2014-11-21,2014-12-18,2014-11-21,0,0
6672,Kepler-1161 b,Kepler-1161,b,Transit,10.71243000,,,,579,0.03140,2013-10-28,2014-01-08,2013-10-28,0,0
6673,Kepler-1161 b,Kepler-1161,b,Transit,10.71253475,,,,485,0.03406,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6674,Kepler-1161 b,Kepler-1161,b,Transit,10.71252541,0.190,,,,0.03413,2016-05-06,2016-05,2016-05-10,0,0
6675,Kepler-1161 b,Kepler-1161,b,Transit,,0.255,,,,,2018-09-04,2018-10,2018-09-06,0,0
6676,Kepler-1161 b,Kepler-1161,b,Transit,10.71252541,,,,468,0.03413,2015-08-25,2015-09-24,2015-08-25,0,0
6677,Kepler-1161 b,Kepler-1161,b,Transit,10.71253475,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6678,Kepler-1161 b,Kepler-1161,b,Transit,10.71253219,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6679,Kepler-1162 b,Kepler-1162,b,Transit,32.56370690,,,,510,0.02433,2014-11-18,2014-12-04,2014-11-18,0,0
6680,Kepler-1162 b,Kepler-1162,b,Transit,32.56356274,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6681,Kepler-1162 b,Kepler-1162,b,Transit,32.56352490,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6682,Kepler-1162 b,Kepler-1162,b,Transit,32.56370690,,,,510,0.02433,2015-08-25,2015-09-24,2015-08-25,0,0
6683,Kepler-1162 b,Kepler-1162,b,Transit,32.56369016,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6684,Kepler-1162 b,Kepler-1162,b,Transit,,0.173,,,,,2018-09-04,2018-10,2018-09-06,0,0
6685,Kepler-1162 b,Kepler-1162,b,Transit,32.56370690,0.197,,,,0.02433,2016-05-06,2016-05,2016-05-10,0,0
6686,Kepler-1162 b,Kepler-1162,b,Transit,32.56352490,,,,490,0.02186,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6687,Kepler-1162 b,Kepler-1162,b,Transit,32.56370690,,,,510,0.02433,2014-11-21,2014-12-18,2014-11-21,0,0
6688,Kepler-1162 b,Kepler-1162,b,Transit,32.56265000,,,,498,0.02270,2013-10-28,2014-01-08,2013-10-28,0,0
6689,Kepler-1163 b,Kepler-1163,b,Transit,6.11784972,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6690,Kepler-1163 b,Kepler-1163,b,Transit,6.11784972,,,,1211,0.00724,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6691,Kepler-1163 b,Kepler-1163,b,Transit,6.11786898,,,,1150,0.00726,2014-11-18,2014-12-04,2014-11-18,0,0
6692,Kepler-1163 b,Kepler-1163,b,Transit,6.11789109,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6693,Kepler-1163 b,Kepler-1163,b,Transit,6.11798200,,,,1143,0.00793,2013-10-28,2014-01-08,2013-10-28,0,0
6694,Kepler-1163 b,Kepler-1163,b,Transit,,0.095,,,,,2018-09-04,2018-10,2018-09-06,0,0
6695,Kepler-1163 b,Kepler-1163,b,Transit,6.11786898,,,,1150,0.00726,2015-08-25,2015-09-24,2015-08-25,0,0
6696,Kepler-1163 b,Kepler-1163,b,Transit,6.11786898,,,,1150,0.00726,2014-11-21,2014-12-18,2014-11-21,0,0
6697,Kepler-1163 b,Kepler-1163,b,Transit,6.11786898,0.092,,,,0.00726,2016-05-06,2016-05,2016-05-10,0,0
6698,Kepler-1164 b,Kepler-1164,b,Transit,3.97599629,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6699,Kepler-1164 b,Kepler-1164,b,Transit,,0.097,,,,,2018-09-04,2018-10,2018-09-06,0,0
6700,Kepler-1164 b,Kepler-1164,b,Transit,3.97599768,0.100,,,,0.01345,2016-05-06,2016-05,2016-05-10,0,0
6701,Kepler-1164 b,Kepler-1164,b,Transit,3.97599768,,,,982,0.01345,2014-11-18,2014-12-04,2014-11-18,0,0
6702,Kepler-1164 b,Kepler-1164,b,Transit,3.97599629,,,,936,0.01302,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6703,Kepler-1164 b,Kepler-1164,b,Transit,3.97603200,,,,957,0.01217,2013-10-28,2014-01-08,2013-10-28,0,0
6704,Kepler-1164 b,Kepler-1164,b,Transit,3.97599768,,,,982,0.01345,2014-11-21,2014-12-18,2014-11-21,0,0
6705,Kepler-1164 b,Kepler-1164,b,Transit,3.97600484,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6706,Kepler-1164 b,Kepler-1164,b,Transit,3.97599768,,,,982,0.01345,2015-08-25,2015-09-24,2015-08-25,0,0
6707,Kepler-1165 b,Kepler-1165,b,Transit,9.47850818,,,,946,0.01248,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6708,Kepler-1165 b,Kepler-1165,b,Transit,9.47852200,,,,950,0.01210,2014-11-21,2014-12-18,2014-11-21,0,0
6709,Kepler-1165 b,Kepler-1165,b,Transit,9.47852200,0.138,,,,0.01210,2016-05-06,2016-05,2016-05-10,0,0
6710,Kepler-1165 b,Kepler-1165,b,Transit,9.47829613,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6711,Kepler-1165 b,Kepler-1165,b,Transit,9.47850818,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6712,Kepler-1165 b,Kepler-1165,b,Transit,9.47852200,,,,950,0.01210,2014-11-18,2014-12-04,2014-11-18,0,0
6713,Kepler-1165 b,Kepler-1165,b,Transit,9.47876623,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6714,Kepler-1165 b,Kepler-1165,b,Transit,,0.204,,,,,2018-09-04,2018-10,2018-09-06,0,0
6715,Kepler-1165 b,Kepler-1165,b,Transit,9.47852200,,,,950,0.01210,2015-08-25,2015-09-24,2015-08-25,0,0
6716,Kepler-1166 b,Kepler-1166,b,Transit,33.24079850,,,,486,0.01668,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6717,Kepler-1166 b,Kepler-1166,b,Transit,33.24068820,,,,563,0.01752,2014-11-21,2014-12-18,2014-11-21,0,0
6718,Kepler-1166 b,Kepler-1166,b,Transit,33.24079850,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6719,Kepler-1166 b,Kepler-1166,b,Transit,33.24068820,,,,563,0.01752,2015-08-25,2015-09-24,2015-08-25,0,0
6720,Kepler-1166 b,Kepler-1166,b,Transit,,0.139,,,,,2018-09-04,2018-10,2018-09-06,0,0
6721,Kepler-1166 b,Kepler-1166,b,Transit,33.24044781,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6722,Kepler-1166 b,Kepler-1166,b,Transit,33.24097603,,,,,,2016-07-26,2016-07,2016-07-28,0,0
6723,Kepler-1166 b,Kepler-1166,b,Transit,33.24201000,,,,559,0.02000,2013-10-28,2014-01-08,2013-10-28,0,0
6724,Kepler-1166 b,Kepler-1166,b,Transit,33.24068820,0.151,,,,0.01752,2016-05-06,2016-05,2016-05-10,0,0
6725,Kepler-1166 b,Kepler-1166,b,Transit,33.24068820,,,,563,0.01752,2014-11-18,2014-12-04,2014-11-18,0,0
6726,Kepler-1167 b,Kepler-1167,b,Transit,1.00393170,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
6727,Kepler-1167 b,Kepler-1167,b,Transit,1.00396500,,,,1429,0.02180,2013-10-28,2014-01-08,2013-10-28,0,0
6728,Kepler-1167 b,Kepler-1167,b,Transit,,0.148,,,,,2018-09-04,2018-10,2018-09-06,0,0
6729,Kepler-1167 b,Kepler-1167,b,Transit,1.00393374,,,,1421,0.02103,2015-08-25,2015-09-24,2015-08-25,0,0
6730,Kepler-1167 b,Kepler-1167,b,Transit,1.00393170,,,,1419,0.01977,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
6731,Kepler-1167 b,Kepler-1167,b,Transit,1.00393374,,,,1421,0.02103,2014-11-18,2014-12-04,2014-11-18,0,0
6732,Kepler-1167 b,Kepler-1167,b,Transit,1.00393374,0.153,,,,0.02103,2016-05-06,2016-05,2016-05-10,0,0
6733,Kepler-1167 b,Kepler-1167,b,Transit,1.00393374,,,,1421,0.02103,2014-11-21,2014-12-18,2014-11-21,0,0
6734,Kepler-1167 b,Kepler-1167,b,Transit,1.00393600,,,,,,2019-04-16,2019-03,2019-04-18,0,0
6735,Kepler-1168 b,Kepler-1168,b,Transit,55.82280000,,,,371,0.02800,2013-10-28,2014-01-08,2013-10-28,0,0
6736,Kepler-1168 b,Kepler-1168,b,Transit,55.82265390,,,,379,0.02752,2014-11-18,2014-12-04,2014-11-18,0,0
6737,Kepler-1168 b,Kepler-1168,b,Transit,55.82265390,,,,379,0.02752,2015-08-25,2015-09-24,2015-08-25,0,0
